No	Livre	Book	Vol	Series	Pages	Region	Type of Place	Place Raw	"Place Raw, Paris, France"	Quartier	Lat	Long	"Lat, Long"	Description	Types Involved	Characters (Full Name)	Characters (CSV)
	La maison Nucingen 	MN 	XIV	La Comédie Humaine	410	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Ladies go to the Bois about four o’clock			
	La femme de trente ans	FTA 	VI	La Comédie Humaine	204	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Moina goes to the Bois		Moina 	Moina 
	La cousine Bette	B	XVII	La Comédie Humaine	383	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Josépha has seen Valerie at the Bois		Josépha::Valerie	"Josépha, Valerie"
	Le député d'Arcis 	DA 	XXI	La Comédie Humaine	392	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Maxime at the Bois		Maxime	Maxime
	Le Bois de Boulogne et le Luxembourg	BBL 	XXXIX	La Comédie Humaine	54	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Resplendent days at the Bois			
	Le dimanche	D	XXXIX	La Comédie Humaine	329	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	Students and grisettes at the Bois		Students and grisettes	Students and grisettes
	Le dimanche	D 	XXXIX	La Comédie Humaine	330	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	No elegant carriages at the Bois on Sundays			
	lIllusions perduesB 	lIPB 	XL	Oeuvres diverses	611	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	New gowns at the Bois			
	Voyage d'un lion d'Afrique à Paris et ce qui s'ensuivit 	VLA 	XL	Oeuvres diverses	462	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"	"The ""lionne” rides horseback at the Bois"		lionne	lionne
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	60	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"			lionne	lionne
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	228	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	246	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	Les paysans	Pay 	XXIII	La Comédie Humaine	217	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	Physiologie du mariage	PM 	XXXII	La Comédie Humaine	190	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	Le Faiseur 	Fai 	XXXV	La Comédie Humaine	310	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	La peau de chagrin	PC 	XXVII	La Comédie Humaine	137	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	Des salons littéraires et des mots élogieux	SL 	XXXIX	Oeuvres diverses	199	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	Préfaces et Notes relatives aux premières éditions	"PN, CL"	XXII	La Comédie Humaine	522	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	Les secrets de la princesse de Cadignan	SPC 	XVl	La Comédie Humaine	320	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	La Fausse maîtresse	FM 	TV	La Comédie Humaine	57	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	La maison Nucingen 	MN 	XIV	La Comédie Humaine	372	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	La maison Nucingen 	MN 	XIV	La Comédie Humaine	418	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	Le patriotisme de Clarice 	PaC 	XXXII	La Comédie Humaine	380	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	Code des gens honnêtes 	CGH 	XXXVIII 	La Comédie Humaine	85	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	Code des gens honnêtes 	CGH 	XXXVIII 	La Comédie Humaine	105	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	Monographie de la presse parisienne	MPP 	XL	Oeuvres diverses	586	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	Lettre aux écrivains du XIXe siècle	LE 	III	Correspondence	5	Outer Right-Bank Faubourgs	Park	Bois de Boulogne	"Bois de Boulogne, Paris, France"	Bois de Boulogne	48.864722	2.250833	"48.864722, 2.250833"				
	Splendeurs et misères des courtisanes 	SMC 	 XV	La Comédie Humaine	79	Outer Right-Bank Faubourgs	Park	Bois de Romainville	"Bois de Romainville, Paris, France"	Bois de Romainville	48.884	2.435	"48.884, 2.435"	Esther at the bois de Romainville		Esther	Esther
	Splendeurs et misères des courtisanes 	SMC 	 XV	La Comédie Humaine	79	Outer Right-Bank Faubourgs	Park	Bois de Vincennes	"Bois de Vincennes, Paris, France"	Bois de Vincennes	48.8337097	2.44524	"48.8337097, 2.44524"	Esther at the bois de Vincennes		Esther 	Esther 
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	82	Outer Right-Bank Faubourgs	Park	Bois de Vincennes	"Bois de Vincennes, Paris, France"	Bois de Vincennes	48.8337097	2.44524	"48.8337097, 2.44524"	Nucingen at the bois de Vincennes		Nucingen	Nucingen
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	84	Outer Right-Bank Faubourgs	Park	Bois de Vincennes	"Bois de Vincennes, Paris, France"	Bois de Vincennes	48.8337097	2.44524	"48.8337097, 2.44524"	Nucingen at the bois de Vincennes		Nucingen	Nucingen
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	88	Outer Right-Bank Faubourgs	Park	Bois de Vincennes	"Bois de Vincennes, Paris, France"	Bois de Vincennes	48.8337097	2.44524	"48.8337097, 2.44524"	Nucingen at the bois de Vincennes		Nucingen	Nucingen
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	140	Outer Right-Bank Faubourgs	Park	Bois de Vincennes	"Bois de Vincennes, Paris, France"	Bois de Vincennes	48.8337097	2.44524	"48.8337097, 2.44524"	Nucingen at the bois de Vincennes		Nucingen	Nucingen
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	149	Outer Right-Bank Faubourgs	Park	Bois de Vincennes	"Bois de Vincennes, Paris, France"	Bois de Vincennes	48.8337097	2.44524	"48.8337097, 2.44524"	Nucingen at the bois de Vincennes		Nucingen	Nucingen
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	167	Outer Right-Bank Faubourgs	Park	Bois de Vincennes	"Bois de Vincennes, Paris, France"	Bois de Vincennes	48.8337097	2.44524	"48.8337097, 2.44524"	Nucingen at the bois de Vincennes		Nucingen	Nucingen
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	187	Outer Right-Bank Faubourgs	Park	Bois de Vincennes	"Bois de Vincennes, Paris, France"	Bois de Vincennes	48.8337097	2.44524	"48.8337097, 2.44524"	Nucingen at the bois de Vincennes		Nucingen	Nucingen
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	149	Outer Right-Bank Faubourgs	Park	Bois de Vincennes	"Bois de Vincennes, Paris, France"	Bois de Vincennes	48.8337097	2.44524	"48.8337097, 2.44524"	Paccard is to go to the bois de Vincennes		Paccard	Paccard
	Splendeurs et misères des courtisanes 	SMC 	XV	La Comédie Humaine	116	Outer Right-Bank Faubourgs	Park	Bois de Vincennes	"Bois de Vincennes, Paris, France"	Bois de Vincennes	48.8337097	2.44524	"48.8337097, 2.44524"	Paccard is to go to the bois de Vincennes		Paccard	Paccard
	Code des gens honnêtes 	CGH 	XXXVIII	La Comédie Humaine	127	Outer Right-Bank Faubourgs	Park	Bois de Vincennes	"Bois de Vincennes, Paris, France"	Bois de Vincennes	48.8337097	2.44524	"48.8337097, 2.44524"	Paccard is to go to the bois de Vincennes		Paccard	Paccard
	Petit dictionnaire critique des enseignes de Paris 	DE 	XXXVIII	Enseignes de Paris	199	Outer Right-Bank Faubourgs	Park	Bois de Vincennes	"Bois de Vincennes, Paris, France"	Bois de Vincennes	48.8337097	2.44524	"48.8337097, 2.44524"	Paccard is to go to the bois de Vincennes		Paccard	Paccard
	Paméla Giraud 	PGi 	XXXIV	La Comédie Humaine	379	Outer Right-Bank Faubourgs	City	Belleville	"Belleville, Paris, France"	Belleville	48.8666687	2.4000001	"48.8666687, 2.4000001"	The Ile d’Amour (Belleville)			
	Paméla Giraud 	PGi 	XXXIV	La Comédie Humaine	380	Outer Right-Bank Faubourgs	City	Belleville	"Belleville, Paris, France"	Belleville	48.8666687	2.4000001	"48.8666687, 2.4000001"	The Ile d’Amour (Belleville)			
	Béatrix 	Beat 	V	La Comédie Humaine	281	Outer Right-Bank Faubourgs	Park	parc de Monceaux	"parc de Monceaux, Paris, France"	parc de Monceaux	48.8794441	2.3087649	"48.8794441, 2.3087649"	Béatrix lives opposite the parc de Monceaux		Béatrix	Béatrix
	Béatrix 	Beat 	V	La Comédie Humaine	285	Outer Right-Bank Faubourgs	Park	parc de Monceaux	"parc de Monceaux, Paris, France"	parc de Monceaux	48.8794441	2.3087649	"48.8794441, 2.3087649"	Béatrix lives opposite the parc de Monceaux			
	Visites	V 	XXXIX	La Comédie Humaine	4	Outer Right-Bank Faubourgs	Park	parc de Monceaux	"parc de Monceaux, Paris, France"	parc de Monceaux	48.8794441	2.3087649	"48.8794441, 2.3087649"	The parc de Monceaux			
	Les paysans	Pay 	XXIII	La Comédie Humaine	217	Outer Right-Bank Faubourgs	Residence	Ranelagh	"Ranelagh, Paris, France"	Ranelagh	48.8550186	2.269634	"48.8550186, 2.269634"	The Ranelagh (at the Bois)			
	Petites misères de la vie conjugale 	PMVC 	XXXIII	La Comédie Humaine	182	Outer Right-Bank Faubourgs	Residence	Ranelagh	"Ranelagh, Paris, France"	Ranelagh	48.8550186	2.269634	"48.8550186, 2.269634"	The Ranelagh (at the Bois)			
	La grisette	G 	XXXIX	La Comédie Humaine	278	Outer Right-Bank Faubourgs	Residence	Ranelagh	"Ranelagh, Paris, France"	Ranelagh	48.8550186	2.269634	"48.8550186, 2.269634"	The grisette dances at Ranelagh		Grisette	Grisette
	Histoire de la grandeur et la décadence de César Birotteau 	GDCB	XIV	La Comédie Humaine	254	Outer Right-Bank Faubourgs	Park	Tivoli	"Tivoli, Paris, France"	Tivoli	48.876944	2.324444	"48.876944, 2.324444"	Claparon’s company is speculating in Tivoli			
	Les paysans	Pay 	XXIII	La Comédie Humaine	300	Outer Right-Bank Faubourgs	Park	Tivoli	"Tivoli, Paris, France"	Tivoli	48.876944	2.324444	"48.876944, 2.324444"	Tivoli			
	Une passion au collège 	PCo 	XXXIX	La Comédie Humaine	287	Outer Right-Bank Faubourgs	Park	Tivoli	"Tivoli, Paris, France"	Tivoli	48.876944	2.324444	"48.876944, 2.324444"	Tivoli			
	La Maison du Chat-qui-pelote	MCP 	 I	La Comédie Humaine	70	Outer Right-Bank Faubourgs	Cemetery	Montmartre cemetery	"Montmartre cemetery, Paris, France"		48.8876038	2.330265	"48.8876038, 2.330265"	Mme de Sommervieux buried at Montmartre cemetery		Mme de Sommervieux	Mme de Sommervieux
	La femme de trente ans	FTA 	VI	La Comédie Humaine	128	Outer Right-Bank Faubourgs	Cemetery	cimetière de l'est	"cimetière de l'est, Paris, France"		48.8876038	2.330265	"48.8876038, 2.330265"	The cimetière de l’Est			
	La fille aux yeux d'or 	FYO 	Xffl	La Comédie Humaine	342	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Mme de Marsay buried at Pêre Lachaise			
	Le père Goriot	PG 	VI	La Comédie Humaine	513	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	A lot bought at Père Lachaise for Goriot			
	Le père Goriot	PG 	VI	La Comédie Humaine	515	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Carriages of Restaud and Nucingen at Père Lachaise			
	Le père Goriot	PG 	VI	La Comédie Humaine	515	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Rastignac and his challenge at Père Lachaise		Rastignac	Rastignac
	Le père Goriot	PG 	VI	La Comédie Humaine	516	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Rastignac and his challenge at Père Lachaise			
	La maison Nucingen 	MN 	XIV	La Comédie Humaine	407	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Rastignac and his challenge at Père Lachaise		Rastignac	Rastignac
	Illusions perdues	IP	XII	La Comédie Humaine	82	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Chrestien buried at Père Lachaise		Chrestien	Chrestien
	Illusions perdues	IP	XII	La Comédie Humaine	359	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Coralie buried at Père Lachaise		Coralie	Coralie
	Illusions perdues	IP	XII	La Comédie Humaine	289	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Rastignac at Père Lachaise with Lucien’s procession		Rastignac	Rastignac
	Illusions perdues	IP	XII	La Comédie Humaine	297	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Lucien and Esther at Père Lachaise		Lucien and Esther	Lucien and Esther
	Illusions perdues	IP	XII	La Comédie Humaine	282	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Lucien’s funeral at Père Lachaise		Lucien	Lucien
	Illusions perdues	IP	XII	La Comédie Humaine	287	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Lucien’s funeral at Père Lachaise		Lucien	
	Illusions perdues	IP	XII	La Comédie Humaine	289	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Lucien’s funeral at Père Lachaise		Lucien	
	Ferragus	F	XIII	La Comédie Humaine	134	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Mme Jules at Père Lachaise		Mme Jules	Mme Jules
	Ferragus	F	XIII	La Comédie Humaine	138	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Description of Père Lachaise			
	Ferragus	F	XIII	La Comédie Humaine	140	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Description of Père Lachaise			
	Ferragus	F	XIII	La Comédie Humaine	141	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Description of Père Lachaise			
	Ferragus	F	XIII	La Comédie Humaine	142	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Description of Père Lachaise			
	Ferragus	F	XIII	La Comédie Humaine	143	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Description of Père Lachaise			
	Lettres à sa famille	LF 	 	Correspondence	33	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	The Lallemand affair at Père Lachaise			
	La cousine Bette	B	XVII	La Comédie Humaine	105	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	The statue of Montcornet at Père Lachaise		Montcornet	
	Le cousin Pons	Po 	XVIII	La Comédie Humaine	322	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	Pons buried at Père Lachaise		Pons	Pons
	Le cousin Pons	Po 	XVIII	La Comédie Humaine	305	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	The maison Sonet and the monuments at Père Lachaise		Sonet	
	Le cousin Pons	Po 	XVIII	La Comédie Humaine	306	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	The maison Sonet and the monuments at Père Lachaise		Sonet	
	Le cousin Pons	Po 	XVIII	La Comédie Humaine	307	Outer Right-Bank Faubourgs	Cemetery	Père Lachaise	"Père Lachaise, Paris, France"	Père Lachaise	48.8629227	2.387388	"48.8629227, 2.387388"	The maison Sonet and the monuments at Père Lachaise		Sonet	
